record_id,production_date,quarter,department,day_name,team_no,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
240,2015-01-14,Quarter2,Finishing,Wednesday,4,0.35,4.3,,2700,0,0,0,0,8.0,0.908081
241,2015-01-14,Quarter2,Sewing,Wednesday,7,0.8,25.9,1150.0,10170,70,0,0,0,56.5,0.900145
242,2015-01-14,Quarter2,Finishing,Wednesday,1,0.8,3.94,,1440,0,0,0,0,8.0,0.891724
243,2015-01-14,Quarter2,Finishing,Wednesday,5,0.65,4.15,,1440,0,0,0,0,15.0,0.864583
244,2015-01-14,Quarter2,Finishing,Wednesday,9,0.8,3.94,,1440,0,0,0,0,8.0,0.858144
245,2015-01-14,Quarter2,Sewing,Wednesday,9,0.8,26.16,1232.0,10620,75,0,0,0,59.0,0.850502
246,2015-01-14,Quarter2,Sewing,Wednesday,8,0.8,25.9,1218.0,10170,60,0,0,0,56.5,0.850137
247,2015-01-14,Quarter2,Finishing,Wednesday,7,0.8,2.9,,1440,0,0,0,0,8.0,0.837595
248,2015-01-14,Quarter2,Finishing,Wednesday,3,0.8,4.15,,1440,0,0,0,0,7.0,0.820833
249,2015-01-14,Quarter2,Sewing,Wednesday,12,0.8,11.61,1159.0,2970,50,0,0,0,31.5,0.800313
250,2015-01-14,Quarter2,Sewing,Wednesday,6,0.8,11.61,972.0,5670,38,0,0,0,31.5,0.800247
251,2015-01-14,Quarter2,Sewing,Wednesday,1,0.8,26.16,1092.0,10620,63,0,0,0,59.0,0.800117
252,2015-01-14,Quarter2,Sewing,Wednesday,5,0.7,20.79,965.0,7320,0,0,0,0,58.0,0.700096
253,2015-01-14,Quarter2,Finishing,Wednesday,8,0.8,2.9,,1440,0,0,0,0,8.0,0.66733
254,2015-01-14,Quarter2,Sewing,Wednesday,4,0.6,22.4,816.0,5100,23,0,0,0,57.0,0.60037
255,2015-01-14,Quarter2,Sewing,Wednesday,10,0.5,22.4,947.0,3390,23,0,0,0,56.5,0.49998
256,2015-01-14,Quarter2,Sewing,Wednesday,11,0.35,14.61,838.0,7200,23,0,0,0,55.0,0.350031
257,2015-01-14,Quarter2,Finishing,Wednesday,10,0.8,3.94,,1260,0,0,0,0,8.0,0.332359
258,2015-01-14,Quarter2,Sewing,Wednesday,2,0.8,51.02,1086.0,4260,27,0,0,0,57.0,0.311207
259,2015-01-14,Quarter2,Finishing,Wednesday,2,0.8,3.94,,1260,0,0,0,0,8.0,0.247316
260,2015-01-15,Quarter3,Finishing,Thursday,4,0.35,4.3,,3600,0,0,0,0,20.0,0.988636
261,2015-01-15,Quarter3,Finishing,Thursday,10,0.8,3.94,,3420,0,0,0,0,19.0,0.95311
262,2015-01-15,Quarter3,Finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,8.0,0.884261
263,2015-01-15,Quarter3,Finishing,Thursday,5,0.65,4.15,,1440,0,0,0,0,8.0,0.860653
264,2015-01-15,Quarter3,Finishing,Thursday,9,0.8,3.94,,1440,0,0,0,0,8.0,0.858144
265,2015-01-15,Quarter3,Sewing,Thursday,1,0.8,26.16,1160.0,10620,75,0,0,0,59.0,0.850502
266,2015-01-15,Quarter3,Sewing,Thursday,8,0.8,25.9,1177.0,8970,60,0,0,0,56.5,0.850416
267,2015-01-15,Quarter3,Sewing,Thursday,7,0.8,25.9,1281.0,10170,60,0,0,0,56.5,0.850137
268,2015-01-15,Quarter3,Sewing,Thursday,9,0.8,26.16,1369.0,10620,63,0,0,0,59.0,0.800117
269,2015-01-15,Quarter3,Sewing,Thursday,6,0.8,11.61,1084.0,4950,38,0,0,0,31.5,0.800031
270,2015-01-15,Quarter3,Sewing,Thursday,12,0.8,11.61,1216.0,4950,50,0,0,0,31.5,0.800031
271,2015-01-15,Quarter3,Sewing,Thursday,5,0.7,20.79,391.0,10440,0,0,0,0,58.0,0.70006
272,2015-01-15,Quarter3,Finishing,Thursday,7,0.8,2.9,,1440,0,0,0,0,8.0,0.689299
273,2015-01-15,Quarter3,Sewing,Thursday,3,0.5,22.52,1102.0,10170,30,0,0,0,56.5,0.660683
274,2015-01-15,Quarter3,Sewing,Thursday,4,0.65,22.52,872.0,10080,26,0,0,0,56.0,0.650131
275,2015-01-15,Quarter3,Finishing,Thursday,8,0.8,2.9,,1440,0,0,0,0,8.0,0.606913
276,2015-01-15,Quarter3,Sewing,Thursday,10,0.6,22.52,1076.0,10170,23,0,0,0,56.5,0.600292
277,2015-01-15,Quarter3,Sewing,Thursday,11,0.5,14.89,917.0,9900,30,0,0,0,55.0,0.500025
278,2015-01-15,Quarter3,Sewing,Thursday,2,0.5,22.94,1044.0,9810,23,0,0,0,54.5,0.499999
279,2015-01-17,Quarter3,Finishing,Saturday,5,0.65,4.15,,2700,0,0,0,0,15.0,0.987197
280,2015-01-17,Quarter3,Finishing,Saturday,2,0.8,3.94,,1800,0,0,0,0,10.0,0.980909
281,2015-01-17,Quarter3,Finishing,Saturday,10,0.8,3.94,,1440,0,0,0,0,8.0,0.974621
282,2015-01-17,Quarter3,Finishing,Saturday,1,0.8,3.94,,1440,0,0,0,0,8.0,0.884261
283,2015-01-17,Quarter3,Finishing,Saturday,9,0.8,3.94,,1800,0,0,0,0,10.0,0.826803
284,2015-01-17,Quarter3,Sewing,Saturday,6,0.8,11.41,1067.0,5490,63,0,0,0,30.5,0.800344
285,2015-01-17,Quarter3,Sewing,Saturday,12,0.8,11.61,1039.0,5670,63,0,0,0,31.5,0.800247
286,2015-01-17,Quarter3,Sewing,Saturday,7,0.8,25.9,1396.0,10170,50,0,0,0,56.5,0.800129
287,2015-01-17,Quarter3,Sewing,Saturday,8,0.8,25.9,1292.0,10170,50,0,0,0,56.5,0.800129
288,2015-01-17,Quarter3,Sewing,Saturday,1,0.8,48.68,171.0,10620,63,0,0,0,59.0,0.800117
289,2015-01-17,Quarter3,Sewing,Saturday,9,0.8,26.16,1128.0,10620,63,0,0,0,59.0,0.800117
290,2015-01-17,Quarter3,Sewing,Saturday,2,0.6,22.94,865.0,6570,23,0,0,0,56.5,0.770114
291,2015-01-17,Quarter3,Sewing,Saturday,4,0.7,22.52,825.0,10170,50,0,0,0,56.5,0.700542
292,2015-01-17,Quarter3,Finishing,Saturday,8,0.8,2.9,,1440,0,0,0,0,8.0,0.675568
293,2015-01-17,Quarter3,Finishing,Saturday,7,0.8,2.9,,1440,0,0,0,0,8.0,0.661837
294,2015-01-17,Quarter3,Sewing,Saturday,10,0.65,22.52,1163.0,9720,35,0,0,0,54.0,0.650199
295,2015-01-17,Quarter3,Sewing,Saturday,3,0.6,22.52,1140.0,10170,30,0,0,0,56.5,0.600292
296,2015-01-17,Quarter3,Sewing,Saturday,11,0.6,14.89,1027.0,10080,38,0,0,0,56.0,0.600273
297,2015-01-17,Quarter3,Finishing,Saturday,6,0.8,2.9,,900,0,0,0,0,5.0,0.465758
298,2015-01-17,Quarter3,Sewing,Saturday,5,0.7,41.19,1052.0,10440,21,0,0,0,58.0,0.452013
299,2015-01-17,Quarter3,Finishing,Saturday,11,0.8,4.15,,1260,0,0,0,0,7.0,0.313853
300,2015-01-18,Quarter3,Finishing,Sunday,5,0.6,4.15,,1440,0,0,0,0,8.0,0.852794
301,2015-01-18,Quarter3,Finishing,Sunday,11,0.65,4.15,,2160,0,0,0,0,12.0,0.838384
302,2015-01-18,Quarter3,Finishing,Sunday,6,0.8,2.9,,1800,0,0,0,0,10.0,0.804848
303,2015-01-18,Quarter3,Sewing,Sunday,6,0.8,11.41,1140.0,5490,63,0,0,0,30.5,0.800344
304,2015-01-18,Quarter3,Sewing,Sunday,7,0.8,48.84,624.0,10170,50,0,0,0,56.5,0.800129
305,2015-01-18,Quarter3,Sewing,Sunday,8,0.8,25.9,1288.0,10170,38,0,0,0,56.5,0.800129
306,2015-01-18,Quarter3,Sewing,Sunday,9,0.8,26.16,1381.0,3660,50,0,0,0,59.0,0.800015
307,2015-01-18,Quarter3,Sewing,Sunday,4,0.7,22.52,882.0,10170,50,0,0,0,56.5,0.700542
308,2015-01-18,Quarter3,Sewing,Sunday,10,0.7,22.52,1002.0,10080,40,0,0,0,56.0,0.700094
309,2015-01-18,Quarter3,Finishing,Sunday,7,0.8,2.9,,1440,0,0,0,0,8.0,0.692045
310,2015-01-18,Quarter3,Sewing,Sunday,12,0.8,26.87,585.0,5670,56,0,0,0,31.5,0.662256
311,2015-01-18,Quarter3,Sewing,Sunday,3,0.65,22.52,1138.0,10170,35,0,0,0,56.5,0.650417
312,2015-01-18,Quarter3,Sewing,Sunday,11,0.65,14.89,1140.0,10260,44,0,0,0,57.0,0.6503
313,2015-01-18,Quarter3,Sewing,Sunday,2,0.65,22.94,1025.0,10170,26,0,0,0,56.5,0.650244
314,2015-01-18,Quarter3,Finishing,Sunday,8,0.8,2.9,,1440,0,0,0,0,8.0,0.639867
315,2015-01-18,Quarter3,Sewing,Sunday,5,0.6,20.4,1031.0,10440,30,0,0,0,58.0,0.600063
316,2015-01-18,Quarter3,Finishing,Sunday,9,0.8,3.94,,1800,0,0,0,0,10.0,0.582045
317,2015-01-18,Quarter3,Sewing,Sunday,1,0.8,49.1,1381.0,10350,24,0,0,0,57.5,0.403242
318,2015-01-18,Quarter3,Finishing,Sunday,10,0.7,3.94,,1440,0,0,0,0,8.0,0.235795
319,2015-01-19,Quarter3,Finishing,Monday,4,0.7,4.3,,5040,0,0,0,0,28.0,0.977273
320,2015-01-19,Quarter3,Finishing,Monday,9,0.8,3.94,,1800,0,0,0,0,10.0,0.964106
321,2015-01-19,Quarter3,Finishing,Monday,5,0.65,4.15,,1440,0,0,0,0,8.0,0.958902
322,2015-01-19,Quarter3,Sewing,Monday,6,0.8,11.41,1028.0,4380,50,0,0,0,31.0,0.800359
323,2015-01-19,Quarter3,Sewing,Monday,8,0.8,25.9,1380.0,3630,50,0,0,0,56.5,0.800163
324,2015-01-19,Quarter3,Sewing,Monday,9,0.8,26.16,1196.0,10620,63,0,0,0,59.0,0.800117
325,2015-01-19,Quarter3,Finishing,Monday,12,0.8,2.9,,1440,0,0,0,0,8.0,0.793845
326,2015-01-19,Quarter3,Sewing,Monday,2,0.7,22.94,1006.0,10170,38,0,0,0,56.5,0.750518
327,2015-01-19,Quarter3,Sewing,Monday,4,0.7,22.52,930.0,10260,63,0,0,0,57.0,0.750068
328,2015-01-19,Quarter3,Sewing,Monday,3,0.7,22.52,1095.0,10170,50,0,0,0,56.5,0.750063
329,2015-01-19,Quarter3,Sewing,Monday,10,0.7,22.52,938.0,10080,63,0,0,0,56.0,0.750057
330,2015-01-19,Quarter3,Sewing,Monday,11,0.7,14.89,1484.0,10260,50,0,0,0,57.0,0.70017
331,2015-01-19,Quarter3,Finishing,Monday,8,0.8,2.9,,1440,0,0,0,0,8.0,0.683807
332,2015-01-19,Quarter3,Sewing,Monday,5,0.65,20.4,1255.0,8280,35,0,0,0,58.0,0.650066
333,2015-01-19,Quarter3,Sewing,Monday,7,0.8,48.84,1040.0,10260,30,0,0,0,57.0,0.57646
334,2015-01-19,Quarter3,Sewing,Monday,1,0.5,22.94,1492.0,10170,30,0,0,0,56.5,0.549969
335,2015-01-19,Quarter3,Finishing,Monday,10,0.7,3.94,,1440,0,0,0,0,8.0,0.5384
336,2015-01-19,Quarter3,Finishing,Monday,11,0.7,4.15,,1440,0,0,0,0,8.0,0.409545
337,2015-01-19,Quarter3,Sewing,Monday,12,0.35,15.26,1111.0,6120,23,0,0,0,34.0,0.350218
338,2015-01-20,Quarter3,Finishing,Tuesday,5,0.7,4.15,,1440,0,0,0,0,8.0,1.03357
339,2015-01-20,Quarter3,Sewing,Tuesday,6,0.8,11.41,1047.0,5580,63,0,0,0,31.0,0.800261
340,2015-01-20,Quarter3,Sewing,Tuesday,8,0.8,25.9,1434.0,10170,50,0,0,0,56.5,0.800129
341,2015-01-20,Quarter3,Sewing,Tuesday,9,0.8,26.16,399.0,10620,63,0,0,0,59.0,0.800117
342,2015-01-20,Quarter3,Sewing,Tuesday,4,0.7,22.52,983.0,10260,63,0,0,0,57.0,0.750068
343,2015-01-20,Quarter3,Sewing,Tuesday,10,0.7,22.52,1108.0,10080,63,0,0,0,56.0,0.750057
344,2015-01-20,Quarter3,Sewing,Tuesday,3,0.7,22.52,1134.0,8460,50,0,0,0,57.0,0.750038
345,2015-01-20,Quarter3,Sewing,Tuesday,2,0.7,22.94,1363.0,10260,50,0,0,0,57.0,0.750032
346,2015-01-20,Quarter3,Finishing,Tuesday,9,0.8,3.94,,1800,0,0,0,0,10.0,0.728303
347,2015-01-20,Quarter3,Sewing,Tuesday,11,0.7,14.89,1501.0,10260,50,0,0,0,57.0,0.70017
348,2015-01-20,Quarter3,Sewing,Tuesday,5,0.7,20.4,1352.0,10260,50,0,0,0,57.0,0.700064
349,2015-01-20,Quarter3,Finishing,Tuesday,8,0.8,2.9,,1440,0,0,0,0,8.0,0.639867
350,2015-01-20,Quarter3,Sewing,Tuesday,12,0.5,15.26,1352.0,3720,23,0,0,0,34.0,0.50029
351,2015-01-20,Quarter3,Sewing,Tuesday,7,0.35,22.94,1450.0,10080,30,0,0,0,56.0,0.400333
352,2015-01-20,Quarter3,Finishing,Tuesday,11,0.7,4.15,,2700,0,0,0,0,15.0,0.362667
353,2015-01-21,Quarter3,Finishing,Wednesday,4,0.75,4.3,,6000,0,0,0,0,20.0,0.978526
354,2015-01-21,Quarter3,Finishing,Wednesday,2,0.7,3.94,,5100,0,0,0,0,17.0,0.912202
355,2015-01-21,Quarter3,Sewing,Wednesday,4,0.75,22.52,825.0,10080,94,0,0,0,56.0,0.900556
356,2015-01-21,Quarter3,Sewing,Wednesday,6,0.8,11.61,916.0,5760,75,0,0,0,89.0,0.850411
357,2015-01-21,Quarter3,Finishing,Wednesday,9,0.8,3.94,,2400,0,0,0,0,8.0,0.827147
358,2015-01-21,Quarter3,Sewing,Wednesday,8,0.8,25.9,562.0,7470,38,0,0,0,56.5,0.800437
359,2015-01-21,Quarter3,Sewing,Wednesday,2,0.7,22.94,1422.0,10500,60,0,0,0,57.0,0.800416
360,2015-01-21,Quarter3,Sewing,Wednesday,10,0.7,22.52,1206.0,10080,75,0,0,0,56.0,0.800021
361,2015-01-21,Quarter3,Finishing,Wednesday,5,0.7,4.15,,2400,0,0,0,0,8.0,0.758173
362,2015-01-21,Quarter3,Sewing,Wednesday,5,0.7,20.4,1404.0,10440,50,0,0,0,58.0,0.750345
363,2015-01-21,Quarter3,Sewing,Wednesday,3,0.7,22.52,1139.0,10260,63,0,0,0,57.0,0.750068
364,2015-01-21,Quarter3,Sewing,Wednesday,11,0.7,14.89,1735.0,10260,50,0,0,0,57.0,0.70017
365,2015-01-21,Quarter3,Sewing,Wednesday,1,0.65,22.94,1595.0,10260,34,0,0,0,57.0,0.70003
366,2015-01-21,Quarter3,Sewing,Wednesday,12,0.6,15.26,1245.0,6360,23,0,0,0,34.0,0.600173
367,2015-01-21,Quarter3,Finishing,Wednesday,8,0.8,2.9,,2400,0,0,0,0,8.0,0.594872
368,2015-01-21,Quarter3,Sewing,Wednesday,9,0.8,54.56,757.0,4140,29,0,0,0,58.0,0.520238
369,2015-01-21,Quarter3,Finishing,Wednesday,1,0.65,3.94,,2400,0,0,0,0,8.0,0.505128
370,2015-01-21,Quarter3,Sewing,Wednesday,7,0.5,22.52,1720.0,10080,23,0,0,0,56.0,0.500241
371,2015-01-21,Quarter3,Finishing,Wednesday,11,0.7,4.15,,2700,0,0,0,0,9.0,0.470769
372,2015-01-22,Quarter4,Finishing,Thursday,7,0.6,3.94,,6000,0,0,0,0,10.0,0.957639
373,2015-01-22,Quarter4,Finishing,Thursday,10,0.75,3.94,,8400,0,0,0,0,14.0,0.940701
374,2015-01-22,Quarter4,Sewing,Thursday,4,0.75,22.52,759.0,10080,81,0,0,0,56.0,0.849984
375,2015-01-22,Quarter4,Sewing,Thursday,2,0.7,22.94,1510.0,10620,60,0,0,0,57.0,0.800303
376,2015-01-22,Quarter4,Sewing,Thursday,6,0.8,11.61,955.0,6360,63,0,0,0,32.0,0.800192
377,2015-01-22,Quarter4,Sewing,Thursday,10,0.75,22.52,1328.0,10080,55,0,0,0,56.0,0.800021
378,2015-01-22,Quarter4,Sewing,Thursday,1,0.7,22.94,1384.0,12180,63,0,0,0,57.0,0.750162
379,2015-01-22,Quarter4,Sewing,Thursday,3,0.7,22.52,1244.0,10260,63,0,0,0,57.0,0.750068
380,2015-01-22,Quarter4,Finishing,Thursday,5,0.7,4.15,,9000,0,0,0,0,15.0,0.742901
381,2015-01-22,Quarter4,Sewing,Thursday,5,0.7,20.4,1480.0,10440,40,0,0,0,58.0,0.700251
382,2015-01-22,Quarter4,Sewing,Thursday,11,0.7,14.89,1863.0,10260,50,0,0,0,57.0,0.70017
383,2015-01-22,Quarter4,Finishing,Thursday,4,0.75,4.3,,9000,0,0,0,0,15.0,0.670216
384,2015-01-22,Quarter4,Finishing,Thursday,1,0.7,3.94,,15000,0,0,0,0,25.0,0.649662
385,2015-01-22,Quarter4,Finishing,Thursday,2,0.7,3.94,,15000,0,0,0,0,25.0,0.649662
386,2015-01-22,Quarter4,Finishing,Thursday,6,0.8,2.9,,4800,0,0,0,0,8.0,0.626823
387,2015-01-22,Quarter4,Sewing,Thursday,12,0.6,15.26,1492.0,6960,23,0,0,0,34.0,0.600436
388,2015-01-22,Quarter4,Sewing,Thursday,7,0.6,22.52,1859.0,10260,23,0,0,0,57.0,0.600414
389,2015-01-22,Quarter4,Sewing,Thursday,8,0.8,40.99,980.0,10770,30,0,0,0,56.5,0.5555
390,2015-01-22,Quarter4,Sewing,Thursday,9,0.5,29.12,970.0,10440,30,0,0,0,58.0,0.500548
391,2015-01-22,Quarter4,Finishing,Thursday,3,0.7,3.94,,12000,0,0,0,0,20.0,0.460579
392,2015-01-22,Quarter4,Finishing,Thursday,8,0.8,2.9,,4800,0,0,0,0,8.0,0.397743
393,2015-01-22,Quarter4,Finishing,Thursday,12,0.6,4.08,,5400,0,0,0,0,9.0,0.327407
394,2015-01-24,Quarter4,Finishing,Saturday,5,0.7,4.15,,2700,0,0,0,0,15.0,0.966667
395,2015-01-24,Quarter4,Finishing,Saturday,10,0.75,3.94,,1800,0,0,0,0,10.0,0.937242
396,2015-01-24,Quarter4,Finishing,Saturday,8,0.8,2.9,,1620,0,0,0,0,9.0,0.910522
397,2015-01-24,Quarter4,Sewing,Saturday,2,0.75,22.94,1606.0,10260,94,0,0,0,57.0,0.900648
398,2015-01-24,Quarter4,Sewing,Saturday,4,0.75,22.52,727.0,10260,94,0,0,0,57.0,0.900321
399,2015-01-24,Quarter4,Finishing,Saturday,11,0.75,4.15,,1800,0,0,0,0,10.0,0.896023
400,2015-01-24,Quarter4,Finishing,Saturday,3,0.75,3.94,,1440,0,0,0,0,8.0,0.895455
401,2015-01-24,Quarter4,Finishing,Saturday,7,0.65,3.94,,2160,0,0,0,0,12.0,0.870581
402,2015-01-24,Quarter4,Finishing,Saturday,12,0.7,4.08,,1620,0,0,0,0,9.0,0.858586
403,2015-01-24,Quarter4,Sewing,Saturday,1,0.7,22.94,1472.0,10260,75,0,0,0,57.0,0.800644
404,2015-01-24,Quarter4,Sewing,Saturday,10,0.75,22.52,1332.0,10080,69,0,0,0,56.0,0.80063
405,2015-01-24,Quarter4,Sewing,Saturday,6,0.8,11.61,1009.0,5640,63,0,0,0,32.0,0.800537
406,2015-01-24,Quarter4,Sewing,Saturday,3,0.75,22.52,1266.0,10260,69,0,0,0,57.0,0.800352
407,2015-01-24,Quarter4,Sewing,Saturday,12,0.75,15.26,1316.0,6120,40,0,0,0,34.0,0.750079
408,2015-01-24,Quarter4,Sewing,Saturday,11,0.75,42.97,1282.0,10260,56,0,0,0,57.0,0.750041
409,2015-01-24,Quarter4,Sewing,Saturday,5,0.7,20.4,1382.0,10440,50,0,0,0,58.0,0.700251
410,2015-01-24,Quarter4,Finishing,Saturday,4,0.75,4.3,,2160,0,0,0,0,12.0,0.651515
411,2015-01-24,Quarter4,Sewing,Saturday,7,0.65,22.52,1295.0,10170,26,0,0,0,56.5,0.650417
412,2015-01-24,Quarter4,Sewing,Saturday,9,0.6,29.12,925.0,6660,23,0,0,0,58.0,0.600125
413,2015-01-24,Quarter4,Finishing,Saturday,2,0.75,3.94,,1440,0,0,0,0,8.0,0.578314
414,2015-01-24,Quarter4,Finishing,Saturday,1,0.7,3.94,,1440,0,0,0,0,8.0,0.578314
415,2015-01-24,Quarter4,Sewing,Saturday,8,0.35,15.09,1448.0,9360,23,0,0,0,52.0,0.34999
416,2015-01-24,Quarter4,Finishing,Saturday,9,0.6,3.94,,1440,0,0,0,0,8.0,0.261174
417,2015-01-25,Quarter4,Finishing,Sunday,5,0.7,4.15,,3060,0,0,0,0,17.0,0.973797
418,2015-01-25,Quarter4,Finishing,Sunday,2,0.75,3.94,,1440,0,0,0,0,8.0,0.970076
419,2015-01-25,Quarter4,Finishing,Sunday,1,0.7,3.94,,1440,0,0,0,0,8.0,0.970076
420,2015-01-25,Quarter4,Finishing,Sunday,3,0.75,3.94,,1620,0,0,0,0,9.0,0.961785
421,2015-01-25,Quarter4,Finishing,Sunday,10,0.75,3.94,,3420,0,0,0,0,19.0,0.955151
422,2015-01-25,Quarter4,Finishing,Sunday,4,0.75,4.3,,2160,0,0,0,0,12.0,0.95202
423,2015-01-25,Quarter4,Sewing,Sunday,4,0.75,22.52,867.0,10260,94,0,0,0,57.0,0.900321
424,2015-01-25,Quarter4,Sewing,Sunday,2,0.75,22.94,1636.0,10530,81,0,0,0,58.5,0.850224
425,2015-01-25,Quarter4,Sewing,Sunday,1,0.7,22.94,1682.0,10530,75,0,0,0,58.5,0.80091
426,2015-01-25,Quarter4,Sewing,Sunday,3,0.75,22.52,1495.0,10350,55,0,0,0,57.5,0.800513
427,2015-01-25,Quarter4,Sewing,Sunday,6,0.8,11.61,1181.0,5760,63,0,0,0,32.0,0.800386
428,2015-01-25,Quarter4,Sewing,Sunday,10,0.75,22.52,1413.0,10080,69,0,0,0,56.0,0.800021
429,2015-01-25,Quarter4,Finishing,Sunday,7,0.65,3.94,,2520,0,0,0,0,14.0,0.749188
430,2015-01-25,Quarter4,Sewing,Sunday,7,0.7,22.52,360.0,10170,40,0,0,0,56.5,0.700542
431,2015-01-25,Quarter4,Sewing,Sunday,12,0.7,15.26,1296.0,6120,40,0,0,0,34.0,0.700437
432,2015-01-25,Quarter4,Sewing,Sunday,5,0.7,20.4,1217.0,10440,50,0,0,0,58.0,0.700251
433,2015-01-25,Quarter4,Sewing,Sunday,9,0.65,29.12,1086.0,10440,26,0,0,0,58.0,0.650408
434,2015-01-25,Quarter4,Finishing,Sunday,12,0.7,4.08,,1620,0,0,0,0,9.0,0.618182
435,2015-01-25,Quarter4,Sewing,Sunday,11,0.75,42.97,532.0,10260,40,0,0,0,57.0,0.591142
436,2015-01-25,Quarter4,Sewing,Sunday,8,0.5,15.09,1557.0,720,23,0,0,0,52.0,0.500062
437,2015-01-25,Quarter4,Finishing,Sunday,8,0.8,2.9,,720,0,0,0,0,4.0,0.329545
438,2015-01-26,Quarter4,Finishing,Monday,3,0.75,3.94,,1800,0,0,0,0,10.0,1.059621
439,2015-01-26,Quarter4,Finishing,Monday,10,0.75,3.94,,3780,0,0,0,0,21.0,0.997792
440,2015-01-26,Quarter4,Finishing,Monday,4,0.75,4.3,,2160,0,0,0,0,12.0,0.9637
441,2015-01-26,Quarter4,Finishing,Monday,5,0.7,4.15,,2700,0,0,0,0,15.0,0.959192
442,2015-01-26,Quarter4,Finishing,Monday,2,0.75,3.94,,1800,0,0,0,0,10.0,0.910379
443,2015-01-26,Quarter4,Finishing,Monday,1,0.7,3.94,,1800,0,0,0,0,10.0,0.910379
444,2015-01-26,Quarter4,Sewing,Monday,4,0.8,22.52,1016.0,10170,60,0,0,0,56.5,0.850313
445,2015-01-26,Quarter4,Sewing,Monday,6,0.8,11.61,1072.0,5760,50,0,0,0,32.0,0.800386
446,2015-01-26,Quarter4,Sewing,Monday,3,0.75,22.52,1584.0,10260,69,0,0,0,57.0,0.800352
447,2015-01-26,Quarter4,Sewing,Monday,2,0.75,22.94,1764.0,10260,55,0,0,0,57.0,0.800034
448,2015-01-26,Quarter4,Sewing,Monday,1,0.7,22.94,1745.0,10440,60,0,0,0,58.0,0.800023
449,2015-01-26,Quarter4,Sewing,Monday,10,0.75,22.52,1250.0,10080,55,0,0,0,56.0,0.800021
450,2015-01-26,Quarter4,Finishing,Monday,12,0.7,4.08,,1620,0,0,0,0,9.0,0.769293
451,2015-01-26,Quarter4,Sewing,Monday,5,0.75,20.4,1118.0,10320,56,0,0,0,58.0,0.750031
452,2015-01-26,Quarter4,Sewing,Monday,9,0.7,29.12,1143.0,10440,40,0,0,0,58.0,0.700614
453,2015-01-26,Quarter4,Sewing,Monday,12,0.7,15.26,1337.0,6120,40,0,0,0,34.0,0.700437
454,2015-01-26,Quarter4,Finishing,Monday,7,0.65,3.94,,1440,0,0,0,0,8.0,0.646307
455,2015-01-26,Quarter4,Sewing,Monday,8,0.6,15.09,1519.0,360,23,0,0,0,52.0,0.600143
456,2015-01-26,Quarter4,Sewing,Monday,11,0.35,28.08,749.0,10260,23,0,0,0,57.0,0.350067
457,2015-01-27,Quarter4,Sewing,Tuesday,2,0.75,22.52,1635.0,6840,119,0,0,0,57.0,1.00023
458,2015-01-27,Quarter4,Sewing,Tuesday,3,0.75,22.52,1299.0,6840,119,0,0,0,57.0,1.00023
459,2015-01-27,Quarter4,Finishing,Tuesday,10,0.8,3.94,,1440,0,0,0,0,12.0,0.979528
460,2015-01-27,Quarter4,Finishing,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12.0,0.940625
461,2015-01-27,Quarter4,Finishing,Tuesday,5,0.5,4.15,,1440,0,0,0,0,12.0,0.926389
462,2015-01-27,Quarter4,Sewing,Tuesday,10,0.8,22.52,1134.0,6720,70,0,0,0,56.0,0.90013
463,2015-01-27,Quarter4,Finishing,Tuesday,3,0.75,3.94,,1440,0,0,0,0,12.0,0.861875
464,2015-01-27,Quarter4,Sewing,Tuesday,4,0.8,22.52,1106.0,6780,60,0,0,0,56.5,0.850313
465,2015-01-27,Quarter4,Finishing,Tuesday,8,0.65,3.94,,960,0,0,0,0,8.0,0.845458
466,2015-01-27,Quarter4,Finishing,Tuesday,12,0.7,4.15,,1080,0,0,0,0,9.0,0.823556
467,2015-01-27,Quarter4,Finishing,Tuesday,7,0.5,4.15,,960,0,0,0,0,8.0,0.803542
468,2015-01-27,Quarter4,Sewing,Tuesday,1,0.75,22.94,1871.0,6960,55,0,0,0,58.0,0.800263
469,2015-01-27,Quarter4,Finishing,Tuesday,2,0.75,3.94,,1200,0,0,0,0,10.0,0.788
470,2015-01-27,Quarter4,Finishing,Tuesday,1,0.75,3.94,,1200,0,0,0,0,10.0,0.77815
471,2015-01-27,Quarter4,Sewing,Tuesday,9,0.7,29.12,1294.0,6960,50,0,0,0,58.0,0.700386
472,2015-01-27,Quarter4,Sewing,Tuesday,12,0.7,15.26,1462.0,4080,40,0,0,0,34.0,0.700165
473,2015-01-27,Quarter4,Sewing,Tuesday,8,0.65,15.09,976.0,240,23,0,0,0,52.0,0.650307
474,2015-01-27,Quarter4,Sewing,Tuesday,6,0.8,30.4,338.0,3840,34,0,0,0,32.0,0.622828
475,2015-01-27,Quarter4,Finishing,Tuesday,6,0.8,2.9,,960,0,0,0,0,8.0,0.6225
476,2015-01-27,Quarter4,Sewing,Tuesday,5,0.5,20.79,1455.0,6960,30,0,0,0,58.0,0.500035
477,2015-01-27,Quarter4,Sewing,Tuesday,11,0.5,48.18,1282.0,6480,23,0,0,0,54.0,0.370467
